address,description,info,overview
"{'street_name': 'Ask for the exact address', 'postal_code': '2930', 'town_name': 'Brasschaat'}",,"{'Available as of': 'After signing the deed', 'Construction year': '2004', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '4', 'Living area': '1484 m²\nsquare meters', 'Bedrooms': '6', 'Bathrooms': '5', 'Furnished': 'No', 'Surface of the plot': '10550 m²\nsquare meters', 'Primary energy consumption': '144 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Double glazing': 'Yes', 'Tenement building': 'No', 'Address': 'Heidestatiestraat 53\n2920 - Kalmthout', 'Website': 'http://www.engelvoelkers.com', 'External reference': '5704180'}",6 bedrooms
address,description,info,overview
"{'street_name': 'Ask for the exact address', 'postal_code': '2950', 'town_name': 'Kapellen'}","Fully renovated villa in 2019 on exceptional location. Renovation with TOP materials. Large indoor pool , sauna and winter garden. Beautiful integration of the villa within the natural environment. Very green setting with large and well maintained sunny yard with pond, surrounded by a few beautiful old oak trees. No overlooking of neighboring houses. Only a 20 minute drive from Antwerp, 5 minute drive from highway, 10 minute drive from the International School, and on a walking distance from stores, schools and public transportation (bus and train). Actual photos, architectural plans and visit on location only after first screening and meeting with Osterrieth Invest. For further information: osterrieth.be","{'Available as of': 'After signing the deed', 'Construction year': '1937', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '6', 'Outdoor parking spaces': '25', 'Living area': '1000 m²\nsquare meters', 'How many fireplaces?': '3', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '8', 'Dressing room': 'Yes', 'Bathrooms': '5', 'Laundry room': 'Yes', 'Office': 'Yes', 'Professional space': 'Yes', 'Basement': 'Yes', 'Furnished': 'No', 'Surface of the plot': '12500 m²\nsquare meters', 'Flat land': 'Yes', 'Gas, water & electricity': 'Yes', 'Number of annexes': '1', 'Primary energy consumption': '362 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'D', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'As built plan': 'Yes, conform', 'Heating type': 'Gas', 'Heat pump': 'Yes', 'Double glazing': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Tenement building': 'No', 'Address': 'Kapelsestraat 47/3\n2950 - Kapellen', 'Website': 'http://www.osterrieth.be', ""Agent's name"": 'Elise Osterrieth', 'Phone number': '+32497871020'}",8 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2930', 'town_name': 'Brasschaat'}","Domain of approximately 12 hectares with an English country house (built in 1955 with renovation in 2004), a tennis court, caretaker's house and various outbuildings. It is located in a nature reserve with trees and open spaces. This house comprises on the ground floor a stately entrance hall, cozy living room with fireplace, dining room with patio doors to the terrace with views over the domain, a kitchen with utility room, a study, family room and a library. The first floor includes a spacious night hall, the master suite with a ladies' and gents' dressing room, an attractive bedroom with a fireplace and a fitted bathroom. The second and third bedrooms share the bathroom and the fourth bedroom has an en-suite bathroom. The second floor contains various areas, including the laundry room and department for resident staff. The spacious basement includes a wine cellar, storage cellars and the technical room. Other: The country house is equipped with high-quality parquet floors, natural stone and joinery. Here you will find absolute privacy, yet it is residential and conveniently located in relation to the center, schools, restaurants and with good accessibility. For more information please contact Matthias Vertommen +32 (0) 470 818 722.","{'Available as of': 'After signing the deed', 'Construction year': '1955', 'Number of floors': '2', 'Building condition': 'To be done up', 'Number of frontages': '4', 'Covered parking spaces': '2', 'Outdoor parking spaces': '10', 'Living area': '1000 m²\nsquare meters', 'Living room surface': '71 m²\nsquare meters', 'Dining room': 'Yes', 'Kitchen type': 'USA hyper equipped', 'Kitchen surface': '29 m²\nsquare meters', 'Bedrooms': '6', 'Bathrooms': '4', 'Toilets': '6', 'Office surface': '15 m²\nsquare meters', 'Office': 'Yes', 'Basement': 'Yes', 'Attic': 'Yes', 'Furnished': 'No', 'Surface of the plot': '120000 m²\nsquare meters', 'Garden surface': '120000 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '353 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'D', 'Reference number of the EPC report': '2523185', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Latest land use designation': 'Natural area', 'Cadastral income': '€ 7,154\n7154 €', 'Tenement building': 'No', 'Address': 'Frankrijklei 93\n2000 - Antwerpen', 'Website': 'http://www.sothebysrealty.be/nl/', 'External reference': '5465321'}",6 bedrooms
"{'street_name': 'Begijnenhoefstraat 32', 'postal_code': '2360', 'town_name': 'Oud-Turnhout'}","Enjoying a view on the Royal Antwerp Golfcourse, prestigious modern villa of ± 1.130 m² of luxurious living space on a plot of ± 9.312 m². With its South-West oriented terraces and an outdoor swimming pool with a poolhouse overlooking the stylish garden, this villa separates business from privacy. It presents an entrance hall with an office, meeting room and an entrance to the private area where you'll find the living room with fireplace on parquet, a dining room with view on the Koi-pont, a fully equipped kitchen with breakfast corner, television room, garage for 4 cars and a side-entrance to the terrace with shower, laundry room and pantry. The first floor consists of a master suite with fireplace, terrace, dressing and marble bathroom, 2 suites with shared dressing and marble bathroom, guest room with bathroom, separate studio and fitness area with sauna and hammam. The basement, offers a modern wine cellar, a home cinema and spacious relax area with fireplace. Other: this villa is finished, indoors and outdoors, with outstanding quality and filled with technical details. Exceptional low EPC of 61 Kwh. Sale under registration fee. The property is located in the forest of Kapellen, magnificent for walking, biking and horse-riding. Shops and schools are within a 5 minutes drive and public highway at approximately 15 minutes away. For more information please contact Nathalie Van Gastel on +32 499 60 20 82.","{'Available as of': 'After signing the deed', 'Construction year': '2007', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '2', 'Outdoor parking spaces': '2', 'Living area': '1007 m²\nsquare meters', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '7', 'Bathrooms': '5', 'Basement': 'Yes', 'Attic': 'Yes', 'Furnished': 'No', 'Surface of the plot': '77055 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Tenement building': 'No', 'Address': 'Heidestatiestraat 53\n2920 - Kalmthout', 'Website': 'http://www.engelvoelkers.com', 'External reference': '5538196'}",7 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2360', 'town_name': 'Oud-Turnhout'}","Sorry, there is no English translation. WILRIJK - Park Den Brandt: Uitzonderlijke totaalrenovatie van statige villa met 6 slaapkamers en 6 badkamers.Dit juweel werd zonet grondig esthetische en technische gerenoveerd.Met zijn 850m² bewoonbare oppervlakte, onderscheidt deze villa zich door zijn grote volumes en aangenaam wooncomfort. BESCHRIJVING:Gelijkvloers:Brede hal met gastentoilet en vestiaire.Prachtige leefruimte op parket met open haard. Naastliggende speelkamer of TV-ruimte.Weelderige maatkeuken met imposant marmeren kookeiland. Aanpalende zithoek. Deze 3 ruimtes geven allen uit op het zuidgericht terras en tuin. Apart bureel met nog een bijkeuken en ingemaakte kasten.Home-gymmet airco.Tuin: Vooraan, aangelegde zuidtuin met zwembad.Achteraan nog een tuin, aangelegd als pro-voetbalterrein.1° Verdieping:Sublieme masterbedroom met dressing. Prachtige, luxueuze badkamer.Nog 2 suites met ingemaakte kasten en annex bad of douchekamers. Badkamer met dubbele lavabo, douche en toilet, een douchekamer die 2 slaapkamers verbindt, een kamer met kasten en apart toilet.2° Verdieping: Drie volwaardige suites, met ingemaakte kasten en elk hun bad of douchekamer.Ondergrondse verdieping:Volledig onderkelderd en onderverdeeld in stockagekamers, waskamer, wijnkelder, technische ruimte en kruipkelders.BIJZONDERHEDEN:- Ongeziene graad van afwerking-","{'Available as of': 'To be defined', 'Construction year': '2007', 'Building condition': 'As new', 'Number of frontages': '4', 'Living area': '1007 m²\nsquare meters', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '7', 'Bathrooms': '5', 'Office': 'Yes', 'Basement': 'Yes', 'Attic': 'Yes', 'Armored door': 'Yes', 'Surface of the plot': '77055 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '134 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '0002209408-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'Yes', 'Possible priority purchase right': 'Yes', 'Proceedings for breach of planning regulations': 'No', 'Latest land use designation': 'Natural area', 'Tenement building': 'No', 'Address': '/\n2360 - OUD-TURNHOUT', 'Website': 'http://www.ilimmo.be', 'External reference': '4625963'}",7 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2950', 'town_name': 'Kapellen'}",,"{'Available as of': 'To be defined', 'Construction year': '2015', 'Number of floors': '2', 'Building condition': 'As new', 'Street frontage width': '36 m', 'Number of frontages': '4', 'Covered parking spaces': '4', 'Living area': '1130 m²\nsquare meters', 'Living room surface': '50 m²\nsquare meters', 'Dining room': 'Yes', 'Kitchen type': 'Hyper equipped', 'Kitchen surface': '21 m²\nsquare meters', 'Bedrooms': '5', 'Bedroom 1 surface': '35 m²\nsquare meters', 'Bedroom 2 surface': '17 m²\nsquare meters', 'Bedroom 3 surface': '13 m²\nsquare meters', 'Bedroom 4 surface': '17 m²\nsquare meters', 'Bedroom 5 surface': '13 m²\nsquare meters', 'Bathrooms': '5', 'Shower rooms': '4', 'Toilets': '6', 'Office': 'Yes', 'Basement': 'Yes', 'Furnished': 'No', 'Surface of the plot': '9312 m²\nsquare meters', 'Garden surface': '9000 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '61 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'A', 'Reference number of the EPC report': '2020617', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Double glazing': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Mixed living area (accommodation & economic activities)', 'Tenement building': 'No', 'Address': 'Frankrijklei 93\n2000 - Antwerpen', 'Website': 'http://www.sothebysrealty.be/nl/', 'External reference': '3323825'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2950', 'town_name': 'Kapellen'}",,"{'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '2', 'Outdoor parking spaces': '4', 'Living area': '620 m²\nsquare meters', 'Kitchen type': 'USA hyper equipped', 'Bedrooms': '5', 'Bathrooms': '4', 'Furnished': 'No', 'Surface of the plot': '19235 m²\nsquare meters', 'Primary energy consumption': '163 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '2804746', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Latest land use designation': 'Park area', 'Tenement building': 'No', 'Address': 'Heidestatiestraat 53\n2920 - Kalmthout', 'Website': 'http://www.engelvoelkers.com', 'External reference': '4974461'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2610', 'town_name': 'Wilrijk'}",,"{'Available as of': 'After signing the deed', 'Building condition': 'Just renovated', 'Number of frontages': '4', 'Outdoor parking spaces': '6', 'Living area': '825 m²\nsquare meters', 'How many fireplaces?': '1', 'Kitchen type': 'Installed', 'Bedrooms': '6', 'Bathrooms': '6', 'Surface of the plot': '1867 m²\nsquare meters', 'Gas, water & electricity': 'No', 'Primary energy consumption': '182 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '3071498', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'As built plan': 'No', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Cadastral income': '€ 4,586\n4586 €', 'Tenement building': 'No', 'Address': 'Berkenlaan 44\n2610 - Wilrijk', 'Website': 'http://www.lasimmo.be', 'External reference': '4772 - 3090'}",6 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2970', 'town_name': 'Schilde'}",,"{'Construction year': '1982', 'Number of frontages': '4', 'Outdoor parking spaces': '4', 'Living area': '625 m²\nsquare meters', 'Bedrooms': '5', 'Bathrooms': '3', 'Surface of the plot': '32390 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '270 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '1863515', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Fuel oil', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Total ground floor buildable': '625 m²\nsquare meters', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Possible flood zone', 'Latest land use designation': 'Residential park', 'Cadastral income': '€ 6,633\n6633 €', 'Tenement building': 'No', 'Address': 'Turnhoutsebaan 75\n2970 - Schilde', 'Website': 'http://www.immopoint.be', 'External reference': '4465148'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2920', 'town_name': 'Kalmthout'}",,"{'Construction year': '2015', 'Number of floors': '4', 'Building condition': 'Good', 'Street frontage width': '17 m', 'Number of frontages': '4', 'Covered parking spaces': '5', 'Living area': '326 m²\nsquare meters', 'Living room': 'Yes', 'Bedrooms': '3', 'Dressing room': 'No', 'Bathrooms': '3', 'Armored door': 'No', 'Surface of the plot': '34799 m²\nsquare meters', 'Land is facing street': 'No', 'Wooded land': 'No', 'Plot at rear': 'Yes', 'Flat land': 'Yes', 'Width of the lot on the street': '116 m\nmeters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Primary energy consumption': '95 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'A', 'Reference number of the EPC report': '20221013-0002696265-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heat pump': 'Yes', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Type of building': 'All kind', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Farming area', 'Cadastral income': '€ 5,699\n5699 €', 'Tenement building': 'No', 'Address': 'Bredabaan 235\n2930 - Brasschaat', 'Website': 'http://www.hillewaere.be', 'External reference': '01/8807'}",3 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2930', 'town_name': 'Brasschaat'}",,"{'Available as of': 'After signing the deed', 'Construction year': '2020', 'Building condition': 'As new', 'Street frontage width': '13 m', 'Number of frontages': '4', 'Covered parking spaces': '5', 'Outdoor parking spaces': '15', 'Virtual visit': 'Link to the virtual visit', 'Living area': '647 m²\nsquare meters', 'Living room surface': '72 m²\nsquare meters', 'Dining room': 'Yes', 'Kitchen type': 'USA hyper equipped', 'Kitchen surface': '80 m²\nsquare meters', 'Bedrooms': '4', 'Bedroom 1 surface': '38 m²\nsquare meters', 'Bedroom 2 surface': '15 m²\nsquare meters', 'Bedroom 3 surface': '16 m²\nsquare meters', 'Bedroom 4 surface': '37 m²\nsquare meters', 'Bathrooms': '3', 'Toilets': '5', 'Office surface': '37 m²\nsquare meters', 'Office': 'Yes', 'Professional space surface': '37 m²\nsquare meters', 'Basement surface': '46 m²\nsquare meters', 'Attic surface': '140 m²\nsquare meters', 'Surface of the plot': '5137 m²\nsquare meters', 'Width of the lot on the street': '25 m\nmeters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': '67 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'A', 'Reference number of the EPC report': '11008-G-OMV_2018048105/EP18602/A001/D01/SD001', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'E-level (overall energy performance)': '36', 'Thermic solar panels': 'Yes', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Total ground floor buildable': '441 m²\nsquare meters', 'Subdivision permit': 'Yes', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Residential park', 'Cadastral income': '€ 7,556\n7556 €', 'Tenement building': 'No', 'Address': 'Dr. Roosensplein 47\n2930 - Brasschaat', 'External reference': '5840434'}",4 bedrooms
address,description,info,overview
"{'street_name': 'Zoerselhofdreef 40', 'postal_code': '2980', 'town_name': 'Zoersel'}","Stylish living in a renovated classic eighteenth-century castle. Are you looking for a lot of space, a beautiful incidence of light and large stately rooms where it is pleasant to linger, but which at the same time can serve as an exhibition area, conference room or for offices? Then perhaps the long, prestigious driveway of Kasteel Zoerselhof will lead you through the beautifully laid out and meticulously maintained French front garden to the property of your dreams. Here you will enjoy a spacious living area of approximately 1,000 m², fully renovated with a high and modern standard of finish. On the ground floor, you enter through the entrance hall with authentic monumental staircase and large fireplace. You will find large and light rooms that are currently used as a meeting room, conference room, office, semi-industrial kitchen and cloakroom. On the first floor are the cosy living spaces: large kitchen, lounge with fireplace, dining room, master bedroom with bathroom and dressing room, 3 bedrooms and bathroom. All with beautiful open views over the beautifully landscaped private estate of 15 ha. On the second floor there is an exhibition room, the billiard room, the guest room with bathroom and 4 office rooms. The third floor is a playroom with built-in cupboards. This property is also impressive in terms of its outdoor spaces. In addition to the French front garden already mentioned, there is a cosy English park garden at the back with lots of privacy and gre","{'Construction year': '1787', 'Building condition': 'Good', 'Number of frontages': '4', 'Surroundings type': 'Fitted out', 'Bedrooms': '5', 'Dressing room': 'No', 'Bathrooms': '3', 'Armored door': 'No', 'Surface of the plot': '14840 m²\nsquare meters', 'Land is facing street': 'No', 'Wooded land': 'No', 'Plot at rear': 'No', 'Flat land': 'Yes', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Primary energy consumption': '201 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'A++', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Double glazing': 'No', 'Planning permission obtained': 'Yes', 'Type of building': 'All kind', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Natural area', 'Cadastral income': '€ 7,689\n7689 €', 'Tenement building': 'No', 'Address': 'Kortrijksesteenweg 128\n9830 - Sint Martens Latem', 'External reference': 'BFK4120'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2980', 'town_name': 'Zoersel'}","Beautiful classicist castle on the edge of the Zoersel forest with great potential as a castle house or office space. Large rooms on the ground floor, a fully fitted kitchen and living space on the first floor, bedrooms and bathrooms on several floors. Surrounding gardens, tennis courts, outbuilding with garages and guest room, and works of art make this castle an ideal green base.","{'Available as of': 'After signing the deed', 'Construction year': '1787', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Living area': '1079 m²\nsquare meters', 'Living room': 'Yes', 'Kitchen type': 'USA hyper equipped', 'Bedrooms': '5', 'Bathrooms': '3', 'Office': 'Yes', 'Basement': 'Yes', 'Surface of the plot': '148400 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': '201 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Latest land use designation': 'Natural area', 'Tenement building': 'No', 'Address': 'Jordaenskaai, 21\n2000 - Antwerpen', 'Website': 'http://www.demeester.eu', 'External reference': '4718855'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2980', 'town_name': 'Zoersel'}","Located in a quiet and green area, classistic castle from the 18th century with living surface of ± 900 m² in the ± 15 ha domain of the 'Zoerselbos'. The entrance, with its long driveway and French garden, leads to the castle. The castle was completely renovated with a high modern finish. The entrance hall, with authentic stairs and large fireplace leads to various large living spaces which are currently used as a meeting room, large reception, office, kitchen and cloakroom. The first floor includes a living room with fireplace, dining room and fully equipped kitchen. Furthermore this floor offers a master bedroom with bathroom and dressing, 3 bedrooms and a bathroom. On the second floor, a billiard room/polyvalent room, guest room, bathroom, 4 office spaces that can be used as bedrooms and a large exhibition space. The attic is furnished with fitted closets and a lot of storage space. Next to the castle is a coach house with a multipurpose room on the ground floor and an apartment on the first floor that can be used as guesthouse. Other: elevator, tennis court with clubhouse, separate parking for visitors, ideal combination for work and private life. In a quiet, green environment with easy access to Antwerp and the Netherlands. For more information, please contact us on +32 (0) 2 898 09 40.","{'Available as of': 'To be defined', 'Number of floors': '4', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Outdoor parking spaces': '20', 'Living area': '1079 m²\nsquare meters', 'Kitchen type': 'Installed', 'Bedrooms': '5', 'Bathrooms': '3', 'Furnished': 'No', 'Surface of the plot': '148400 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '201 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '20190917-0002195769-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Tenement building': 'No', 'Address': 'Chaussée de Louvain 433\n1380 - Lasne', 'Website': 'http://www.sothebysrealty.be', 'External reference': '4233238'}",5 bedrooms
"{'street_name': 'Zoerselhofdreef 40', 'postal_code': '2980', 'town_name': 'Zoersel'}","Sorry, there is no English translation. WILRIJK - Park Den brandt: Uitzonderlijke cottagevilla met zwembad op absolute topligging Deze villa werd compleet verbouwd volgens de hoogste normen en graden van afwerking. BESCHRIJVING:Gelijkvloers:Inkomhal met grote vestiare en wasplaats. Apart bureau aan de straatzijde. Prachtige leefruimte met open haard en TV-hoek. Moderne keuken, met groot kookeiland en hoogwaardige toestellen, en met open eetkamer, allen uitgevend op de tuin. Superbe, aangelegde, zonnige tuin met zwembad. Overdekt terras met buitenbarbecue. 1° Verdieping:Grote masterbedroom met luxueuze dressing en prachtige ruime badkamer. Licht, open bureau uitgevend op de tuin.Twee ruime slaapkamers op parket. Tweede badkamer met ligbad en douche. Extra kamer, perfect als bureau 2° VerdiepingTwee zeer grote kamers onder het dak en extra badkamer. Kelder:Cinemazaal en aparte fitnessruimte.BIJZONDERHEDEN:- Toplocatie nabij Park Den Brandt - Luxe afwerking na totaalrenovatie - Zonnige tuin met zwembad- Uitzonderlijk karakter, uniek object","{'Construction year': '1787', 'Number of floors': '5', 'Building condition': 'Good', 'Street frontage width': '22 m', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Outdoor parking spaces': '20', 'Surroundings type': 'Fitted out', 'Virtual visit': 'Link to the virtual visit', 'Living area': '1000 m²\nsquare meters', 'Living room surface': '48 m²\nsquare meters', 'Kitchen surface': '33 m²\nsquare meters', 'Bedrooms': '5', 'Dressing room': 'No', 'Bathrooms': '3', 'Toilets': '4', 'Armored door': 'No', 'Surface of the plot': '148400 m²\nsquare meters', 'Land is facing street': 'No', 'Wooded land': 'No', 'Plot at rear': 'No', 'Flat land': 'Yes', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'No', 'Garden surface': '148400 m²\nsquare meters', 'Primary energy consumption': '201 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '0002195769-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Common water heater': 'No', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Type of building': 'All kind', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Forest area', 'Cadastral income': '€ 7,689\n7689 €', 'Tenement building': 'No', 'Address': 'Turnhoutsebaan 149/151\n2970 - Schilde', 'Website': 'http://www.hillewaere.be', 'External reference': '06/10498'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2980', 'town_name': 'Zoersel'}",Renovation obligation: no,"{'Available as of': 'To be defined', 'Construction year': '1787', 'Number of floors': '3', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Living area': '1000 m²\nsquare meters', 'Living room': 'Yes', 'Kitchen type': 'Installed', 'Bedrooms': '5', 'Bathrooms': '3', 'Shower rooms': '2', 'Toilets': '5', 'Office': 'Yes', 'Basement': 'Yes', 'Attic': 'Yes', 'Furnished': 'No', 'Surface of the plot': '308 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Garden surface': '147400 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '201 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '20190917-0002195769-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Flood zone type': 'Non flood zone', 'Cadastral income': '€ 7,689\n7689 €', 'Tenement building': 'No', 'Address': 'Korte Nieuwstraat 16\n2000 - Antwerpen', 'Website': 'http://www.athomepartners.be', 'External reference': '5076694'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2980', 'town_name': 'Zoersel'}",,"{'Available as of': 'To be defined', 'Construction year': '1787', 'Number of floors': '3', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Living area': '1000 m²\nsquare meters', 'Bedrooms': '5', 'Bathrooms': '3', 'Shower rooms': '2', 'Toilets': '5', 'Office': 'Yes', 'Basement': 'Yes', 'Attic': 'Yes', 'Furnished': 'No', 'Surface of the plot': '14840 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': '201 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '20190917-0002195769-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Cadastral income': '€ 7,689\n7689 €', 'Tenement building': 'No', 'Address': 'Korte Nieuwstraat 16\n2000 - Antwerpen', 'Website': 'http://www.athomepartners.be', 'External reference': '4966267'}",5 bedrooms
